State,Branch,Address,Latitude,Longitude
Andhra Pradesh,Ananthapuram,"2nd Floor, 8-254, Court Road Ananthapur,Andhra Pradesh - 515001",14.680233,77.594016
Andhra Pradesh,Guntur,"2nd Floor,R&R Building, 12/2 line 2nd floor, Arundalpet, Guntur, Andhra pradesh - 522002",16.305755,80.439696
Andhra Pradesh,Hindupur,"1st  Floor, H. No. 18-2-85/1/A, Ward No-18, Parigi Road, Hindupur, Andhra Pradesh 515201",13.830677,77.496914
Andhra Pradesh,Kakinada,"2nd  Floor, D no: 12-4-4, Ramaiah street, Suryaraopet,  kakinada, Andhra pradesh - 533001",16.959534,82.234219
Andhra Pradesh,Kurnool,"3nd floor, Ganesh Nagar Beside Bigbazar, KG road, Nadyal Check post kurnool, Andhra Pradesh 518005",15.8032711,78.0473756
Andhra Pradesh,Nandyal,"Ground Floor,Near Nayana eye hospital,padmavathi nagar, Nandyal, Andhra Pradesh - 518501",15.480873,78.483893
Andhra Pradesh,Prodattur,"1st Floor,8-254, Proddatur, Andhra Pradesh - 516361",14.746163,78.559832
Andhra Pradesh,Rajahmundary,"2nd Floor,# 86-26-27/1, VL puram junction, Rajahmundry, Andhra pradesh - 533101",17.000203,81.795431
Andhra Pradesh,Tirupathi,"1st Floor, D.No. 19-8-85/1B, 1st floor, RC road, Tirupathi,Andhra pradesh - 517501",13.623001,79.41799
Andhra Pradesh,Vijayawada,"2nd floor, A&M Plaza,pantakaluva Road,Patamata, Vijayawada, Andhra pradesh 520010",16.4977261,80.6623062
Andhra Pradesh,Visakhapatnam,"Eswar Plaza, Flat No. 504, Fourth Floor, D. NO.  47-14-7/12, Dwarka Nagar, Visakhapatnam, Andhra pradesh - 530016",17.72696,83.306611
Andhra Pradesh,Wanaparthy,"2nd Floor,8-254, Court Road Ananthapur,Wanaparthy,Telangana - 509103",78.063301,16.360739
Delhi,Badarpur,"Shop No-12, 2nd Floor , Khara Number-120/121/22,B Sadan Tejpur Rorad B Sadan, Mathura Road, Badarpur New Delhi ",28.49682,77.30294
Delhi,Bhogal,"2nd Floor, 102-J (part of 102) Hari Nagar Ashram, New Delhi - 110014",28.57369879,77.25864635
Delhi,Burari,"Plot No -05, 2nd floor, Khashra number 122/7/2west sant nagar , bhagat colony village Burari, New Delhi",28.743961,77.197851
Delhi,Chhatarpur,"First Floor,D-5/2, Khasra No.309, Chhatarpur New Delhi",28.50036,77.18414
Delhi,Dwarka Mor,"Plot No-7 Vipin Garden Extn. Uttam Nagar, Near metro piller number 801, Dwarka Mor  New Delhi - 110059 ",28.6193,77.0279
Delhi,Jhandewalan,"47, 3rd Floor, Rani Jhansi Road, Jhandewalan, New Delhi - 110055",28.649441,77.205568
Delhi,Kalkaji,"2nd Floor, No. 4 LSC, DDA Complex, Okhla Ind. -2, Above HDFC Bank, New Delhi-110020",28.533688,77.268904
Delhi,Kapashera,"2nd Floor, Above DCB Bank ,Khasra Number 1273, village Kapashera New Delhi-110037",28.523626,77.082879
Delhi,Karampura,"2nd Floor, Plot No. 5, Anand House, Local Shopping Centre, Karampura, New Delhi - 110015",28.66256,77.14527
Delhi,Mahavir Enclave,"1st Floor, RZ-E-9, Plot No. 9, Khasra No. 83/9/2, Mahavir Enclave, New Delhi-110045",28.598426,77.08138
Delhi,Mangolpuri,"K-1248,1st Floor, Opposite Sanjay Gandhi Hospital, Mangolpuri, New Delhi - 110083",28.6950862,77.0821985
Delhi,Mayur Vihar,"303-306, 3rd Floor, Vardhman Plaza, Plot No. 14, Block-B, LSC, Mayur Vihar Phase-2",28.61956425,77.30115725
Delhi,Mundka,"3rd Floor,247,Mundka ,Adjoining to Mundka Metro Station, New Delhi - 110041",28.68256412,77.03007813
Delhi,Naraina,"608-609, 6th Floor,Block-C Ansal Imperial Tower, Community Center, Naraina Vihar, New Delhi - 110028",28.6259164,77.1426372
Delhi,Preet Vihar,"302 Third Floor, Plot No-04 LSL Market New Rajdhani Enclave, Vikash Marg near Preet Vihar Metro Station, New Delhi",28.642891,77.296261
Delhi,Shahdara,"C-93, Navin Shahdara, Shahdara, New Delhi ",28.67583,77.27993
Delhi,Yamuna Vihar,"2nd Floor C-3/55A Yamuna Vihar, New Delhi - 110052 ",28.702011,77.27921
Gujarat,Ahmedabad,"Shop No . FF 101 & 120 First Floor, City Centre Arcade Krishna Nagar Naroda Highways S.R.P Camps Naroda Ahmedabad - 382345",23.06161,72.64409
Gujarat,Ahmedabad - Narol,"A1/ 309, 3rd Floor, Radhe Krishna Business Park, Nr. Maruti Arena Showroom, Narol, Ahmedabad",22.954948,72.592074
Gujarat,Ahmedabad- Ashram Road,"Unit No. A607 West Bank Building, Opp City Gold Cinema, Ashram Road Ahmedabad 380009",23.03197736,72.57086968
Gujarat,Bhavnagar,"4th Floor, 409 SAMIP WAGHA WADI  ROAD BHAVNAGAR, Gujarat 364002",21.75656482,72.1442992
Gujarat,Gandhidham,"Office No. 205, 2nd Floor, Golden Plaza, Plot No. 308 ward 12/B, Gandhidham, Gujarat", , 
Gujarat,Jamnagar,"Shop No. 210, 2nd Floor, Kuber Avenue, Gurdwara Road,Near Panch Bungalow,Jamnagar, Gujarat - 361001",22.473882,70.065543
Gujarat,Junagadh,"Shop no. 403/404,Time Squre, Opp sliver plaza, zanzarada road, Junagadh",21.52307,70.44161
Gujarat,Morbi,"2nd Floor , Shop No 40, Capital Market, Canal Road, Ravapar Chokdi Morbi, Gujarat, 363641",22.79887552,70.82640829
Gujarat,Porbandar,"Shri Gita Building, 2nd Floor, Sarvey No.2754, Ward no.3, MG Road, Porbandar 360575",21.638566,69.61884
Gujarat,Rajkot,"3rd Floor, 303, Vision, 20-20, 150 Feet Ring Road, Rajkot, Gujarat- 360005",22.313923,70.767384
Gujarat,Surat,"Upper Ground Floor,1004, 21st Century Building, Ring Road, Surat,Gujarat - 395002",21.184201,72.833788
Gujarat,Vastral,"2nd Floor, A/Plaza-SF/5, Pushp Business Campus, Near Vastral Circle S.V.P. Ring road Vastral, Ahmedabad 382418",22.998751,72.66549
Haryana,Bhiwani,"X-778,779 2nd Floor Circular Road Near Bank of Baroda ,Opp- City Mall Bhiwani Haryana-127021",28.801519,76.137189
Haryana,Faridabad,"D/13 A & B ,1st Floor Nehru Ground NIT Faridabad (Baja Capital Building)",28.389173,77.304551
Haryana,Gurgaon,"Khasra No3045/1 Main Railway Road Near, Prakash puri chock Adjoing HP Kataria Fuel co. Gurgaon",28.47684,77.01638
Haryana,Gurgaon - Head Office,"Shubham House, 425, Udyog Vihar Phase-IV, Gurgaon, Haryana",28.49943628,77.07716785
Haryana,Hisar,"2nd Floor,SCF 130 Green Square Market Hisar - 125001",29.158207,75.719042
Haryana,Karnal,"SCO 29, Mughal Canal Road, Karnal - 132001",29.692932,76.996156
Haryana,Narnaul,"First Floor , Ward No-2, Kailash  Nagar, Rewari Road,Narnaul , Mahendragarh,Haryana 123001 ",28.0546123,76.1185112
Haryana,Panipat,"2nd Floor, 3673/3/1, Kamal Cinema Complex, Sanjay Chowk, Panipat, Haryana-132103",29.385239,76.972063
Haryana,Rewari,"SCO 32, First Floor, Huda Brass Market, Rewari - 123401",28.190061,76.613077
Haryana,Rohtak,First  Floor Ashoka plaza Main Delhi Road Rohtak,28.89342,76.598726
Haryana,Sonipat,"405/14, 1st Floor , Old DC Road, Near Axis Bank Sonipat - 131001",28.99334914,77.02466356
Haryana,Yamuna Nagar,"2nd Floor, SCO-107, Sector -17  Huda Jagdhari Disst. Yamuna Nagar, Haryana - 135001",30.157522,77.293842
Madhya Pradesh,Ashok Nagar,"2nd Floor, Sen Chaurah, Ashok Nagar, Madhya Pradesh - 473338",24.570558,77.736398
Madhya Pradesh,Betul,"2nd Floor, Opp.Police Chowki, Badora Chowk, Nagpur Road, Betul, Madhya Pradesh, 460001",21.889835,77.899276
Madhya Pradesh,Bhopal,"Amit Complex, Plot No. 66 3rd Floor, Zone-II, MP Nagar, Bhopal, Madhya Pradesh 462011",23.232268,77.435034
Madhya Pradesh,Chhatarpur - MP,"1st floor,Ward No.35, Above Kotak Mahindra Bank, Sagar Road,Chhatarpur - 471001",24.898923,79.574846
Madhya Pradesh,Chhindwara,"2nd Floor, Pooja Prime tower, Parasia Road, Chhindwara, Madhya Pradesh",22.063747,78.917342
Madhya Pradesh,Gwalior,"4th Floor, Alaknand Tower,City Center Gwalior-474001",26.2055205,78.1902521
Madhya Pradesh,Hoshangabad,"2nd Floor, Babai Road, Patwari Colony, Above Hinduja Finance, Hoshangabad, Madhya pradesh - 461001",22.747671,77.740598
Madhya Pradesh,Indore,"Office  No.- 201- 202 Ashiyana Business Centre, Kalpanalok Colony, Khajrana Rd, Indore",22.7293889,75.8962322
Madhya Pradesh,Indore - Annapurna,"M-1 M-2 M-3-718, First Floor, Annapurna Regency, Vijay Syndicate colony, Near Annapurna  main road next to Shyam Honda Show Room, Indore - 452009 ",22.695474,75.83882
Madhya Pradesh,Jabalpur,"H.No.290/1 New 615, Ground Floor Near Bhawartal Garden, Opposite Spandan Hospital, Napier Town, Jabalpur, M.P. - 482002",23.1600256,79.9324289
Madhya Pradesh,Khargone,"1st Floor, Office No.2, Mayadevi Complex, Bistan Road, Khargone, Madhya Pradesh",21.816336,75.617388
Madhya Pradesh,Mandsaur,"164 Triputi Nagar 1st floor NR Sagun Gardon Station Road, Mandsoure, Madhya pradesh - 458001",24.07307,75074187
Madhya Pradesh,Ratlam,"Ground Floor,TIT Rd, Main Rd, Ratlam,Ratlam, Madhya Pardesh",23.332452,75.050399
Madhya Pradesh,Rewa,"4th Floor,Ashirwad complex Geeta jyoti school campus urrahat Allahaad road Rewa , Madhya Pradesh - 486001",24.544554,81.306997
Madhya Pradesh,Sagar,"Upper Ground Floor, Hotel Sangam Compound, 5 Civil Line Sagar - 470001",23.8403491,78.7620439
Madhya Pradesh,Satna,"2nd Floor, Beside Ekta Towner, Above ICICI prudential, Rewa Rd, Satna, Madhya Pradesh 485001",24.574353,80.839728
Madhya Pradesh,Shivpuri,"Ground Floor, Kanak Bhavan, Near Navgrah Mandir. Circular Road, Shivpuri, Madhya Pradesh - 473551",25.434758,77.660495
Maharashtra,Ahmednagar,"Flat No. 201, Plot No. 48 Sai Icon Building Near Somani Hospital Ahmednagar - 414003",19.11574385,74.73018577
Maharashtra,Akola,"Yamuna Sankul, First Floor,Block no.103,Infront of RLT college,Civil Line Akola (MH) - 444001",20.7051497,77.0056922
Maharashtra,Badlapur,"1st Floor, Office No. 5 & 6, Sneha Darshan Tower, Opp. Canara Bank, Katrap New DP Road, Badlapur East, Badlapur, Maharashtra - 421503",19.166839,73.233647
Maharashtra,Baramati,1 St Floor Yoshada Building Near Vaishanavi Graphics Nira Baramati Road Kasaba Baramati,18.1447,74.56571
Maharashtra,Belapur,"office no.501,502, 5th floor, Ideal trade center, plot no.64, sector-11,CBD Belapur 400614",19.01508772,73.03849004
Maharashtra,Chandrapur,"1st floor Arun Malekar Complex Plot No -21, Bapat Nagar ,Wadgaon , Opp Wadgaon Police Chowki Nagpur Road, Chandrapur ",19.979709,79.280182
Maharashtra,Chhatrapati Sambhajinagar,"P.no. 87/91, Shahanoormiya Darga Road, Jyoti Nagar, Chhatrapati Sambhajinagar",19.862057850745,75.335305319245
Maharashtra,Dhule,"1 st Floor, Targe Highets Lane No 6 infront of Dr Puranic Hospital, Dhule 424001",20.902827,74.778899
Maharashtra,Dombivali,"Flat No. 102, 1st Floor, Griraj Heights, Dombivali East, Maharashtra - 421201",19.21455405,73.09035022
Maharashtra,Jalgaon,"Plot No. 9, Sector 468/1, Mahabal Parisar, 1st Floor, Adumbar Plaza, Near Mahabal Bus Stop, Jalgaon - 425001",21.011138,75.555182
Maharashtra,Jalna,"Shop No-201,202.203,2nd Floor,Vitthala Tower, Shani Mandir Chowk, Nr.Bhagya Nager,Old Jalna,Maharashtra-431203",19.839266,75.88233
Maharashtra,Kalyan,"1st Floor, Office No. 101, ‘C’ Wing, Usha Sankul oak Baug,Kalyan West, Kalyan, Maharashtra - 421301",19.235248,73.127079
Maharashtra,Keshav Nagar,"5th Floor , Office No.501,502,VESTERIA Commercial Hub CHS, Sarve No.36/2B/30/3,Near Sarasvat bank, Keshav Nagar, Pune ,411036",18.5290349467351,73.9444003218073
Maharashtra,Latur,"1St Floor, Sahara Tower, Ausa Road, Beside ICICI bank, Latur - 413512",18.389565,76.561351
Maharashtra,Nagpur - C.A.Road,"First Floor, Plot no. 40 Gandhi Grain Market C.A. Road Beside Honda Showroom, Telephone Exchange Square Nagpur. Maharashtra - 440008",21.1479845,79.122588
Maharashtra,Nagpur - Nelson Square,"DM House, First Floor, Nelson Square, Opposite NADT, Nagpur - 440013",21.1754523,79.079479
Maharashtra,Naigaon,"2nd Floor, Christ House, Juchandra Road, Above Bank of India,Naigaon East - 401208",19.357971,72.867892
Maharashtra,Nanded,"Shop. No.106/107, 2nd Floor, Gurukrupa Market, Mahaveer Chowk, Nanded – 431602",19.150643,77.314493
Maharashtra,Nandurbar,"Ashadeep Complex, Ground Floor, Plot No,13 Lalbag colony, Dhule Road, Nandurbar, Maharshtra - 425412",21.362601,74.250634
Maharashtra,Nashik,"1st -Floor,Shreenath enclave , shop no 116 , Servy Number 609/1,Plot Number 6,7,8,ShreeHari kute Marg , Mumabi Naka Nashik, Maharashtra - 422001",19.990215,73.780323
Maharashtra,Palghar,"H NO.1019,1st Floor, Opp.Masjid, Palghar west,Maharashtra - 401404 ",19.694613,72.77107
Maharashtra,Panvel,"Office no.410, 4th Floor,Neelkanth Landmark, plot no. 365/1/2, near New Panvel bridge, behind Orion Mall and Vijay sales, Panvel - 410206",18.994634,73.116175
Maharashtra,Parbhani,"BL Avene, Near Chintamani temple, Ground Floor, Opp Petrol pump ,Basmat Road,\nParbhani - 431401",19.25534,76.78626
Maharashtra,Pimpri Chinchwad,"2nd Floor, Avani Biz-world  Plot No GP 184 G-Block, Thermax Chowk, Behind Kundan Hyundai Showroom, \n  Chinchwad Pune",18.66254,73.792666
Maharashtra,Pune,"Office no.301, 3rd Floor, Mangalmurti Complex,Shukrawar Peth,Pune - 411002",18.504274,73.854609
Maharashtra,Satara,"CTS No 523/A/1, Plot No 11+12/3, 3rd Floor Above Reliance Smart Super Store, Near Satara Hospital, Kalyani Nagar,  Ajinkya Colony, Visava Naka, Sadar Bazar Satara 415001",17.68555994,74.02425183
Maharashtra,Shrirampur,"Shop No.27/28, Sai Super Market,Main Road, Shrirampur - 413709",19.61739812,74.65791572
Maharashtra,Solapur,"2nd Floor, balaji height, opp hotel kinara, Hotagi Road, Solapur, \nMaharashtra - 413003",17.645729,75.914024
Maharashtra,Vasai,"Lucky Palce, 2nd Floor, Station Rd, Vasai(W)",19.3819634,72.8300135
Maharashtra,Virar,"3rd Floor, Room No.10, New Ambikapura Society,Opp.Science Garden, & backside of Swaad restaurant, Virar West",19.45047265,72.80596867
Maharashtra,Washim,"Shop No.31,32,TulsinInfra Projects (Patni Commercial Complex), D-wing, 1st Floor, Washim, MH-444505",20.109157,77.12695
Punjab,Amritsar,"55g,1st Floor ,City Centre,GT Road ,Amritsar- 143001",31.6283578,74.8878202
Punjab,Faridkot,"2nd Floor,  Opposite SBI bank Circular Road, Near New Modern School (New Cantt Rd, Old Cantt Road) , Faridkot, Punjab, 151203",30.67104123,74.74958332
Punjab,Hoshiarpur,"2nd floor, SCO-21, Chandigarh Road, Hoshiarpur, Punjab - 146001",31.520987,75.924807
Punjab,Jalandhar,"1st Floor ,130, Ranjit Nagar,Jalandhar, Punjab - 144001",31.31338477,75.59532565
Punjab,Ludhiana,"1st  Floor, SCO-10 & 11, Feroz Gandhi Market, Ludhiana - 141001",30.900413,75.833022
Punjab,Mohali,"SCO-5, 1st Floor, Royale Estate, Ambala Road, Zirakpur, Punjab - 140105",30.64968103,76.82364825
Punjab,Patiala,"SCO 42, 2nd floor, Chhotti Baradari, Near Narain Continental, Patiala - 147001",30.33201247,76.39216554
Punjab,Rupnagar,"2nd floor, SCO No.13, Beant Singh ,Aman Nagar, Bela road part -2 Rupnagar, Ropar< Punjab-140001",30.96157648,76.51932084
Rajasthan,Ajmer,"711/4, First Floor K.C Complex, Opposite Daulat Bag, Ajmer, Rajasthan",26.46796667,74.63297167
Rajasthan,Bhilwara,"1st Floor, Shop No. 4 & 5 , Heera Panna Market, Pur Road, Behind Axis Bank, Bhilwara,Rajasthan-311001",25.3438037,74.6252206
Rajasthan,Bikaner,"1st Floor, Chugh Mansion, Opp. D.R.M. Office, Bikaner 334001",28.01592212,73.3190832
Rajasthan,Churu,"1st Floor, Plot No. 9, Sainik Basti, Pankha Road, Churu 331001",28.29269909,74.9561193
Rajasthan,Jaipur,"3rd Floor , E-6, Nirman Nagar, Ajmer Road, Jaipur - 302019",26.8913852,75.7427455
Rajasthan,Jaipur - Jagatpura,"SP-1, Above Bank of India, Near Apex Circle, Malviya Nagar, Jaipur",26.854666,75.824744
Rajasthan,Jhunjhunu,"Ground Floor, Gopalam Residency, Road no. 2, Maann Nagar, Jhunjhunu 333001",28.11406935,75.3925401
Rajasthan,Jodhpur,"1st Floor, D-45, Ram Sukh Tower, Akhaliya Vikash Yojana, Akhaliya Circle,Jodhpur,Rajasthan - 342001",26.277722,72.991517
Rajasthan,Kota,"04 and 05, First Floor, Above Annapurna Departmental Store, Dr. Sheela Choudhary Road,Talwandi, Kota -324005",25.152826,75.852272
Rajasthan,Nagaur,"2nd Floor, Vijay Tower, Opp. Old Govt. Hospital, Nagaur 341001",27.20204678,73.7245429
Rajasthan,Sikar,"116, 1st floor, HRB Tower, Bajaj Road, Sikar Rajasthan",27.61444601,75.14755845
Rajasthan,Udaipur,"3rd Floor Meera Complex ,1 Sardapura,Opp.Meera Girls College Udaipur- 313001",24.59602,73.69526
Tamil Nadu,Chennai,"2nd Floor,No:1,Krishnagar, Mudichur Road,West Tambaram,Chennai, Tamil Nadu- 600045",12.922567,80.096035
Tamil Nadu,Coimbatore,"1st Floor, No. 46, Swarnambika Layout, Ramnagar,Coimbatore,Tamilnadu - 641009",11.01519648,76.95890169
Tamil Nadu,Dindigul,"Ground Floor ,83-C/2,Thadikombu Road, Dindigul - 624001 Tamil Nadu",10.368186,77.969421
Tamil Nadu,Erode,"No. 5, 2nd Floor, SBI Building, Palaniappa Street,Opp. Government Hospital, Near KMCH, Erode, Tamil Nadu, 638009",11.338515,77.716416
Tamil Nadu,Kanchipuram,"2nd Floor, No-36/20, Kavalan Street, Kancheepuram, TN 631501",NA,NA
Tamil Nadu,Karaikudi,"1st Floor,No.5, Ambikabathi Towers, Kilamel 40.Ft Road, Sekkalai Road, Karaikudi, Sivagangai District,Tamilnadu - 630001",10.074984,78.774363
Tamil Nadu,Kumbakonam,"No.111-B/68, Gandhiyadigal Salai, Kumbakonam - (Near Morning Star School),Kumbakonam,Tamilnadu - 612001",10.95672,79.37712
Tamil Nadu,Madurai,"2nd Floor,Thirshini Complex,No.9C/1, S S Colony, Bye Pass Road, Madurai. (Near Axis Bank Byepass Road Branch), Madurai,Tamilnadu - 625016",9.923322,78.094412
Tamil Nadu,Salem,"Ground Floor, No-12/9 Royal Garden, New Bus Stand Salem, Tamil Nadu, 636004",11.667479704092,78.1350704751173
Tamil Nadu,Thanjavur,"2nd Floor.,No.109, AB KVG Complex, Medical College Road, State Medical Opposite, Thanjavur, Tamilnadu - 613004",10.769307,79.112632
Tamil Nadu,Thuraiyur,"1st Floor,No.199,12 MSK Complex, Kathiravan Pattarai Street, Opp ICICI Bank, Madhurapuri,Thuraiyur Trichy, Tamilnadu - 621010",11.136857,78.590953
Tamil Nadu,Tirunelveli,"Second Floor,166, shop No -25, MPM Complex,  Swami Nellaiappar High Rd, Near SBI main Branch,Sripuram, Tirunelveli Town, Tirunelveli, Tamil Nadu,627001 ",8.728795,77.702272
Tamil Nadu,Tiruvallur,"2nd Floor, No. 106/2, P H Road, Manavala Nagar,Tiruvallur,Tamilnadu,602002 India",13.111463,79.914799
Tamil Nadu,Tiruvannamalai,"1st Floor, 836, Vettavalam Road, Tiruvannamalai, Tamil Nadu - 606601",12.222296,79.077878
Tamil Nadu,Trichy,"8C55/1, 2nd floor, Thillai Nagar,1-24, 16th Street,Tiruchilapally, Tamil Nadu- 620018",10.819766,78.684254
Tamil Nadu,Vellore,"2nd Floor, Building No. 19A, Officer's Lane. Land Mark: (Peter England Showroom), Vellore, Tamilnadu - 632001",12.901491N,79.131855E
Tamil Nadu,Villupuram,"1st Floor,2/2, Kandhaswamy Layout, 1st Street, Villupuram,Tamilnadu - 605602",11.9383161,79.4927524
Telangana,Ameerpet,"1st Floor, Aditya Trade Centre,109,Above Passport office, Ameerpet, Hyderabad  Telangana - 500038",17.43682,78.44645
Telangana,Attapur,"H. No. 3-4-174/4/A, Third Floor, Hyderguda, Attapur, Rajendra Nagar Municipality, Hyderabad 500048",17.333403,78.40924605
Telangana,Eluru,"1st Floor,D.No.20C-22-7, 1st floor, Powerpet, Eluru.Andhra pradesh 534002",16.7132828,81.106441
Telangana,Ghatkesar,"House No:7-188, 2nd Floor, Main Road, Ghatkesar,Telangana - 501301",17.449004,78.679141
Telangana,Hyderabad - LB Nagar,"Door No:6-1-386/TF/Shop No 3, Beside ICICI Bank, Vanastalipuram, LB Nagar, Hyderabad, Telangana - 500070",17.333731,78.569694
Telangana,Hyderabad - Shadnagar,"1st Floor,House No:4-13/1, Dreamland Colony,Solipur, Shadnagar, Telangana - 509216",17.056742,78.203477
Telangana,Jangaon,"House No 2-8-1/10-A and 2-8-1/10-A/1 ,1st Floor, Main Road, Jangaon,Telangana - 506167",79.15976,17.716834
Telangana,Karimnagar,"Shop No:10, H No:3-1-67,68,69,70,71 and 72, City Center, Kristean Street, Karimnagar, Telangana - 505001",18.439078,79.129027
Telangana,Mahbubnagar,"2nd  Floor, H  No 8-6-90, Padmavathi Colony, Mahbubnagar Municipality &  Opp SBI Bank, MahbubNagar Telangana, 509001",16.75299926,78.02087832
Telangana,Medchal -Hyderabad,"First Floor, H. No. 8-29/E/2 Plot No:87/Part, NGOS  Colony,  Medchal Muncipality, Hyderabad, Telangana - 501401",17.6330077887723,78.4824501546627
Telangana,Sangareddy,"3rd Floor,House No:10-19/2, Plot No:12, Vidya Nagar Colony, Sangareddy, Telangana - 502001",17.592253,78.084222
Telangana,Warangal,"Shutter No: S-42 & S-43,2nd Floor, H No:5-9-116/128 and 129 Green Square Plaza, Lashkar Bazar, Hanamakonda ,Warangal,Telangana - 506001",18.008915,79.559466
Uttar Pradesh,Agra,"Office No. 603,6th Floor at Business Square, Sanjay Place, Agra -282002",27.21292069,77.93346565
Uttar Pradesh,Agra - Fatehabad Road,"18/163, B/2, Trihara, Hotel Taj View, tajganj, fatehabad road, Agra - 282001",27.162085,78.039124
Uttar Pradesh,Aligarh,"First Floor, 13 A-4, Savti Complex, Samad Road, Aligarh - 202001",27.891362,78.076676
Uttar Pradesh,Ayodhya,"27/006, Shiva Palace, Ranopali, Devkali Bypass Ayodhya, Chauraha - 224001",26.767152,82.173167
Uttar Pradesh,Bijnor,"1st Floor, , SR-EDIFICE, Bijnor, Uttar Pradesh - 246701",29.382996,78.130363
Uttar Pradesh,Bulandshahr,"2nd Floor, 4-C,1/6 ,Awas Vikash-I ,D M Road, Bulandshahar, UP - 203001",28.417298,77.845532
Uttar Pradesh,Ghaziabad,"Building No.17, 2nd Floor, Sanjay Nagar District Centre, Sanjay Nagar, Ghaziabad - 201002",28.68694626,77.45282797
Uttar Pradesh,Gorakhpur,"1st Floor,61, Kharaiya Pkhra, Basharatpur, medical road, Gorakhpur, Uttar Pradesh - 273004\n",26.7775229,83.3836157
Uttar Pradesh,Hathras,"1st Floor,Plot No. 5/5, Hathras, Uttar Pradesh - 204101",27.579052,78.05365
Uttar Pradesh,Jhansi,"372, Janki Complex, Above ICICI Pru., Jeevan Shah, BKD Road,Jhansi, Uttar pradesh - 284001",25.4538595,78.5685466
Uttar Pradesh,Kanpur,"1st Floor, 16/19 C-2 / Civil Lines / Kanpur, Uttar Pradesh - 208001",26.476178,80.357675
Uttar Pradesh,Lalitpur,"2nd floor Tata JMK Complex, Jhansi Road, Near Elite,Lalitpur, Uttar Pradesh - 284403",24.702309,78.421368
Uttar Pradesh,Lucknow,"Office No. 108 First floor,Vaishali Archade,6 Park road, Lucknow - 226001",26.84255,80.94942
Uttar Pradesh,Lucknow - Ayodhya  Road,"Plot No. 5-5A, Kanchan Pur, Matiyari, Chinhat, Deva Road, Lucknow",26.88357617,81.04075482
Uttar Pradesh,Lucknow - IIM Road,"1st Floor, B-2/378, Sector-A, Sitapur Road, Yojana, Lucknow-226021",26.93110606,80.92826829
Uttar Pradesh,Lucknow - T P Nagar,"Shop No 206 at J.B Metro height, 2nd Floor 678/1 Behsa kanpur road  Near RTO, Office Transport Nagar Lucknow",26.78175,80.88428
Uttar Pradesh,Mathura,"1st Floor, Tera Tower, Bhuteshwar Road, Mathura - 281001",27.49774,77.6704
Uttar Pradesh,Meerut,"Ground Floor, Plot No. 153/1, Pragati Height, Mangal Pandey Nagar, Meerut, Uttar Pradesh - 250004",28.96633,77.737081
Uttar Pradesh,Moradabad,"3rd Floor, SF-207, Prasvanath Plaza, Plot No.5, Nilgiri Commercial Center, Mansarover Scheme, Moradabad, Uttar Pradesh - 244001\n",28.837429,78.750014
Uttar Pradesh,Noida,"C-51,First Floor Sector-2 Noida , Gautam Budha Nagar",28.582821,77.314517
Uttar Pradesh,Prayagraj,"2nd Floor,Tulsiani Plaza, 118-A, M. G. Marg, Prayagraj, Uttar Pradesh - 211001",25.45128,81.82958
Uttar Pradesh,Raebareli,"1043/19,1st floor, Lucknow Road, Gandhi Nagar, Civil Lines Raebareli-229001, Uttar Pradesh",26.2193339756759,81.2546936390265
Uttar Pradesh,Saharanpur,"2 B / 1386,1st Floor Court Road Opposite R.G Palace Saharanpur - 247001",29.952205,77.546628
Uttar Pradesh,Shahjahanpur,"Ground Floor, 250, Sadar Bazar, Shahjahanpur 242001",27.886407,79.914065
Uttar Pradesh,Varanasi,"D62/44 B, 2nd Floor, Soniya Road Sigra, Varanasi - 221010 ",25.313598,82.991489
Uttarakhand,Dehradun,"1st Floor, Shobha Shyam Tower, GMS Road, Opp. Hotel Saffron Leaf, Dheradun, Uttarakhand - 248001",30.311174,78.008453
Uttarakhand,Haldwani,"Ground Floor,Village Bamori, Talli Bandobasti, Haldwani, Uttarakhand - 263139",29.225961,79.52292
Uttarakhand,Haridwar,"1st Floor , 164, New Haridwar, Uttarakhand - 249407",29.931963,78.136155
Uttarakhand,Kashipur,"1st Floor,13/1, Bajpur Road, Kashipur, Uttarakhand - 244713",29.207261,78.96687
Uttarakhand,Roorkee,"276, 1st Floor, Shekhpuri, Roorkee, Uttarakhand - 247667",29.86141,77.878265
