State,City,Branch,Address,Latitude,Longitude,Pincode,api_pincode
RAJASTHAN,Chomu,CHOMU,"First Floor Opp. Indian patrol pump, Jaipur Road, Chomu, Jaipur, Rajasthan-303702",27.165053,75.71881,303702,
RAJASTHAN,Churu,CHURU,"First Floor, Above SBI Bank, Opp. Rishi School, Purani Sadak, Churu, Dist.- Churu, Rajasthan-331001",28.292483,74.955816,331001,
RAJASTHAN,Dausa,DAUSA,"Opp Tiwari Dharm Kanta ,Near Choudhary Petrol Pump,1st Floor, Above Tip top Furniture,Agra Road,Dausa-- 303303.",26.8360259,75.500574,303303,
RAJASTHAN,Deedwana,DEEDWANA,"Shop No.29 & 30, Ground Floor, Hospital Circle, Didwana, Nagaur, Rajasthan- 341303.",27.402163,74.564814,341303,
Rajasthan,DEGANA,DEGANA,"1ST FLOOR. KILAK PLAZA, BEHIND PANDIYA BHAWAN. NEAR MIDDLE GIRL’S SCHOOL, DEGANA, DISTRICT NAGAUR, RAJASTHAN-341503",26.89589826,74.32185613,341503,
Rajasthan,DEOLI,DEOLI,"Suwalka Complex, 1st Floor, Opp. Govt.College, Jaipur Road, Deoli-Rajasthan -Pin code - 304804",25.7599035,74.8250299,304804,
Rajasthan,Dudu,DUDU,"Ground Floor,Near Power House, N.H. 8, Dudu, Dist. Jaipur, Rajasthan-303008",26.682768,75.23742,303008,
Rajasthan,Dungargarh,DUNGARGARH,"1ST FLOOR, STATION ROAD, PANI KI TANKI KE PASS, DUNGARGARH,- 331803",28.088893,74.008275,331803,
Rajasthan,Dungarpur,DUNGARPUR,"1st Floor, Near Muthoot Finance, Main Sagvada Road, Shastri Marg Collage Road",23.8467,73.721094,,314001
Rajasthan,Fatehnagar,FATEHNAGAR,"Ground Floor, Plot No-L, Udaipur Road, Fatehnagar, Udaipur, Rajasthan-313205",24.8115125,74.087116,313205,
Rajasthan,Gangapur,GANGAPUR,"Plot No.3&4, Ground Floor, Ward No.6, Near Geeta Complex, Saharda Chouraha Road, Gangapur,311801 Rajasthan",25.207217,74.250229,311801,
RAJASTHAN,Hanumangarh,HANUMANGARH,"1st Floor,Baba shyam singh complex  , Opp narang hotel , Hanumangarh Junction,Hanumangarh ,Rajasthan - 335512",29.605935,74.291764,335512,
Rajasthan,ITAWA,ITAWA,"Ground Floor, Near Jain Oil Mill Opp Jodaliya Balaji Temple, Khatoli Road, Distt, Itawa, Rajasthan 325004",25.5475333,76.3196116,325004,
RAJASTHAN,Jaipur-mansarowar,JAIPUR,"101-105, 1st Floor, Southend Square, Mansarovar Industrial Area, Jaipur-302020",26.830414,75.775432,302020,
RAJASTHAN,Jaipur-ajmer-road,JAIPUR AJMER ROAD,"Diamond Tower, 1st Floor, Ajmer DCM Road, Jaipur, Rajasthan",26.898923,75.756767,,302021
Rajasthan,Jaipur-dher-ke-balaji,JAIPUR DHER KE BALAJI,"1st Floor, Plot No.53, Parsharam Nagar, Sikar Rd, Dher ka Balaji, Jaipur, Rajasthan 302039",26.95405,75.771229,302039,
Rajasthan,Jaipur-jagatpura,JAIPUR JAGATPURA,"Plot No.1, Meenakshi Tower, Vishnupuri, Jagatpura Road, Jaipur-302017, Rajasthan",26.847808,75.8269513,302017,
Rajasthan,Jaipur-kalwar-road,JAIPUR KALWAR ROAD,"1st floor, P No. 73, 74, 75 Patel Nagar, Govindpura Kalwar road, jaipur 302012 Near Govindpura main stand",26.9514349,75.7036369,302012,
Rajasthan,Jaipur,JAIPUR LOHA MANDI ROAD,"Plot No-7 & 8, 1st Floor, Usha Colony, Machda, New Loha Mandi Road, Jaipur, Rajasthan - 302013",26.995404093577,75.761323199904,302013,
Rajasthan,Jaipur - Mahapura,JAIPUR MAHAPURA,"Ground Floor, Balaji Market, Bus Stand, Mahapura- Jaipur. PIN-302026",26.8481986,75.6709025,302026,
Rajasthan,Jaipur-rajapark,JAIPUR RAJAPARK,"2nd Floor, Delight Tower, B-23, Govind Marg, Opp- Parnami Mandir, Rajapark, Jaipur -302004,",26.897831,75.823451,302004,
RAJASTHAN,Jaipur-sangam-tower,JAIPUR SANGAM TOWER,"113 &,210 1st Floor & 2nd Floor, Sangam Tower, Church Road,Jaipur, Rajasthan 302001",26.916704,75.798609,302001,
Rajasthan,Jaipur,JAIPUR VATIKA ROAD,"1ST FLOOR,. PLOT NO. 1,SHIV NAGAR,NEAR SHIV TEMPLE, VATIKA ROAD, JAIPUR , RAJASTHAN -303905",26.743037,75.8196482,303905,
RAJASTHAN,Jaitaran,JAITARAN,"1st Floor, Oppo. ICICI Bank, Nimaj, Road, Jaitaran, Rajasthan 306302",26.2016554,73.9465926,306302,
RAJASTHAN,Jalore,JALORE,"Plot no H -03 First Floor, Shivaji Nagar, Aahore Circle, Opposite Police Line, Jalore, Rajasthan 343001",25.3490811,72.6306752,343001,
RAJASTHAN,Jhalawar,JHALAWAR,"1ST FLOOR, ABOVE ANDHRA BANK, WARD NO.15, MANGALPURA ROAD,JHALAWAR,RAJASTHAN-326001",24.590651,76.165033,326001,
RAJASTHAN,Jhunjhunu,JHUNJHUNU,"OPP. Reliance petrol Pump,Road No.3,Jhunjhunu, Rajasthan",28.113537,75.396755,,333001
RAJASTHAN,Jobner,JOBNER,"Jaipur Road,Near Police Thana,Jobner,Rajasthan",26.974748,75.389928,,303328
RAJASTHAN,Jodhpur,JODHPUR,"1st Floor ,E-131, Kalpatru Shopping Centre, Residency Road, Jodhpur -342001",26.4491681,72.7389168,342001,
Rajasthan,Kekri,KEKRI,"Ground Floor, Khangarot Plaza, Ground Floor, Kota Road, Sarvar Road Tiraha, Kekri- Ajmer-305404 Rajasthan",25.964393,75.157042,305404,
Rajasthan,Khetri,KHETRI,"1ST FLOOR, ABOVE JIO DIGITAL, WARD NO.14, CINEMA ROAD, KHETRI-333504",27.999774,75.784567,333504,
RAJASTHAN,Kishangarh,KISHANGARH,"1st Floor. Near ICICI bank, Opp. Agrasen Bawan, Jaipur -Ajmer Road, Kishangarh-305801",26.583624,74.848908,305801,
Rajasthan,Kolayat,KOLAYAT,"Ground Floor, Near bus stand , Kolayat, Dist.- Bikaner-334302 Rajasthan",27.839929,72.960253,334302,
RAJASTHAN,Kota,KOTA,"1st Floor, 4-B-7, Near Talwandi Circle,Opposite Barthunia Clinic , Talwandi ,Kota, Rajasthan -324005",25.146628,75.839285,324005,
Rajasthan,Kota baran road,Kota baran road,"1st Floor, D-25, Sukhdham Colony, Above Union bank 80 Feet Road , Near Police Line, Kota - 324001",25.183889,75.871939,324001,
Rajasthan,Kotputli,KOTPUTLI,"1st Floor, Alwar Road, Opp. Govt. Krishi Anaj Mandi, Kotputli, Dist- Jaipur -303108- Rajasthan",27.698461,76.189645,303108,
RAJASTHAN,Kuchaman,KUCHAMAN,"1st Floor, Station Rd, near SBI Bank, Kuchaman City, Rajasthan 341508",27.149045,74.861667,341508,
Rajasthan,Malpura,MALPURA,"Ground Floor, Opp. TVS Showroom, Brijlal Nagar, Dudu Road, Malpura-304502 Rajasthan",26.300203,75.368414,304502,
RAJASTHAN,Merta,MERTA,"1st Floor, Above Vijay Laxmi Automobiles, Near Axis Bank, Nagaur Chouki, Main Krishi Mandi Road, Merta City -341510 (Raj)",26.651596,74.02976,341510,
RAJASTHAN,Nagaur,NAGAUR,"2nd Floor,Kamal Tower,In front of old Govt. Hospital,Above OBC BANK, Nagaur,Rajasthan",27.201906,73.724542,,341001
Rajasthan,Nawalgarh,NAWALGARH,"Ground Floor, Opp. Hotel Nawal Plaza, Near Roadways Bus Stand, Sikar-Jhunjhunu Road, Nawalgarh- Rajasthan 333042",27.851462,75.252964,333042,
RAJASTHAN,Neem-ka-thana,NEEM KA THANA,"1ST FLOOR, NEAR BSNL TOWER, SHAHPURA ROAD, ABOVE BAJAJ SHOWROOM, NEEM KA THANA,RAJASTHAN -332713",27.738928,75.782082,332713,
Rajasthan,Neemrana,NEEMRANA,"1st Floor, Shop No.114-115, Krishna Tower, Neemrana, Dist -Alwar-301701 (Rajasthan)",27.986738,76.390975,301701,
RAJASTHAN,Nimbahera,NIMBAHERA,"Ground Floor, In-front of New Court, Chittaurgarh Road, Kherodia Complex, Nimbahera, Rajasthan-312601",24.6200382,74.6758065,312601,
Rajasthan,Nohar,NOHAR,"Ground Floor, Plot No.94,& 95, Near Railway Mal Godam, Ward No.25,Opposite Karni Mata Mandir,Bhadra Road, Nohar, Dist. Hanumangarh, Rajasthan",29.191183,74.778087,,335523
RAJASTHAN,Nokha,NOKHA,"Daga building,2nd Floor,Jain Chowk ,Nokha,Dist -Bikaner,Rajasthan",24.620201,74.675675,,312601
Rajasthan,Osian,OSIAN,"1ST FLOOR, OPP. STATE BANK OF INDIA & LIC OFFICE, STATION ROAD, OSIAN, JODHPUR, RAJASTHAN-342303",26.728621,72.906615,342303,
RAJASTHAN,Pali,PALI,"2ND Floor, 173-Aadi Nath Nagar, Vinayak Naju Plaza, New Bus Stand, Pali-306401 Rajasthan ",25.7575087,71.2147275,306401,
Rajasthan,Jodhpur,PAOTA JODHPUR,"1st Floor, Shop Plot No. 1,Polo First, Fort Road Above Axis Bank, Khet Singh Ji Ka Bangla, Paota ",26.30055,73.037735,,342006
Rajasthan,PARBATSAR,PARBATSAR,"1st Floor, Above HDFC Bank, Kishangarh Road, Parbatsar, Distt. Nagaur, Parbatsar, Rajasthan 341512",26.8845098,74.7671926,341512,
RAJASTHAN,Phulera,PHULERA,"Shop NO, 16 , 17 Anu Vihar colony Jobner road Phulera -Raj- 303338",26.8784813,75.2391003,303338,
RAJASTHAN,Pratapgarh,PRATAPGARH,"Shop No 6,H.No.125,Ground Floor, Manak Bhawan ,M.G. Road, Opposite RSEB Office, Pratapgarh , Rajasthan -312605",24.029722,74.784991,312605,
Rajasthan,Raisinghnagar,RAISINGHNAGAR,"Shop number 348-349, Old Dhan Mandi, Opposite HDFC bank, 1st floor raisinghnagar,335051 Rajasthan",29.534375,73.44819,335051,
Rajasthan,Rajgarh,RAJGARH,"Ground Floor, Near Vasanti Devi Dharmshala, Ward No.14, Station Road, Rajgarh- Churu- Rajasthan 331023",28.634631,75.386945,331023,
RAJASTHAN,Rajsamand,RAJSAMAND,"1st Floor,Moolchand Talesra Building,Vivekanand Chourha,Bhilwara Road,Kankroli,Rajasamand,Rajasthan",25.056445,73.900593,,313324
Rajasthan,Ramganj mandi,RAMGANJ MANDI,"Plot No 10-11, 1St Floor, Infront Of Gokul Dham Society Khairabad Road",24.6524478,75.9361977,,326519
RAJASTHAN,Ratangarh,RATANGARH,"Ward No -03, Link Road,Near Manohar dasji Samadhi, Near Forth Puliya,Ratangarh,Dist - Churu, Rajasthan",28.069959,74.616923,,331022
Rajasthan,Rawatsar,RAWATSAR,"Ward No 21, Hanumangarh Road, Opp. Bank of Baroda,Rawatsar, Rajasthan-335524",29.267908,74.409011,335524,
Rajasthan,Renwal,RENWAL,"Near Old Bajaj Motorcycle Showroom, Chomu Road, Renwal, Jaipur - 303603",27.150568,75.361644,303603,
Rajasthan,Ringus,RINGUS,"Khasra No, 4514, Ground Floor, Mat Mandir Road, Near AU Small Bank, Ringus, Dist- Sikar, Rajasthan - 332404",27.367299,75.574833,332404,
Rajasthan,SAGWARA,SAGWARA,"1ST FLOOR. NEAR SANCHAWAT VATIKA, DUNGARPUR ROAD, SAGWARA, DISTRICT DUNGARPUR, RAJASTHAN-314025",23.66528842,74.02066478,314025,
Rajasthan,Salumber,SALUMBER,"1st Floor, Opp. Higher Sec School,Above SBI & Icici Bank, Salumber, Udaipur- 313027 (Rajasthan)",24.135248,74.041887,313027,
rajasthan,SANCHORE,SANCHORE,"1st Floor, Kesar Complex, Near Gopal Plaza, Hadecha Bus Stop, Sanchore 343041 Dist Jalore",24.750249,70.773509,343041,
RAJASTHAN,Sangaria,SANGARIA,"Ground Floor,Market Cameti Wali Gali, Opp. Shiv Dharamkanta, Main Gurudwara, Sangaria, Hanumangarh-335063",29.794369,74.461078,335063,
RAJASTHAN,Sardarshahar,SARDARSHAHAR,"Ground Floor, Plot No-5&6. Choudhary Market, Near Madan Hotel. Bikanaer Road. Sardarshahar. Churu. Rajasthan-331403",28.4335445,74.5062012,331403,
Rajasthan,Sawai madhopur,SAWAI MADHOPUR,"Plot No. 1, 1st Floor, Above Pnb Bank, Maharana Pratap Colony, Beside Of Zila Udyog Kendra, Akashwani Dausa Road",26.025105,76.3548,,322001
RAJASTHAN,Shahpura,SHAHPURA,"1st Floor, Opp Kotak Mahindra Bank, Palsaniya Paradise, Near Mahalaxmi Cinema, NH-8, Shahpura-303103 (Raj)",27.385127,75.964247,303103,
Rajasthan,Shahpura-bhilwara,SHAHPURA BHILWARA,"GROUND FLOOR, SHOP NO.33, WELCOME PLAZA, OLD BUS STAND, SHAHPURA,DIST- BHILWARA,RAJASTHAN -311401",25.62053,74.924778,311401,
RAJASTHAN,Shri-ganganagar,SHRI GANGANAGAR,"2nd  Floor, Shop No.1 & 2,Chak -3 E, Murba No.35/37 ,Killa No.21,Shakti Marg, Near Rajasthan Patrika, Dist. -Sriganganagar, Rajasthan",29.9142354,73.8753087,,335001
RAJASTHAN,Sikar,SIKAR,"2nd Floor, Parvati Tower, Hariram Bahad Marg, Polo Ground Sikar-332001",27.600757358995,75.135109791968,332001,
RAJASTHAN,Sirohi,SIROHI,"Second Floor, KP Complex, Plot no 126, Dr. Sampurnand Colony, By pass road, Opp Sanjvani Hospital, Sirohi-307001(Raj).",24.877186,72.858479,307001,
RAJASTHAN,Sojat,SOJAT,"Plot No.1, Marudhar Keshari Road, Sirvi bhawan, Near Bank Of Baroda, Sojat 306104, Rajasthan",25.915152,73.661322,306104,
RAJASTHAN,Sujangarh,SUJANGARH,"Shop No. 2 & 3, First Floor,Vinayak City Center,Station Road,Sujangarh -331507",27.701511,74.468559,331507,
RAJASTHAN,Sumerpur,SUMERPUR,"Opposite Deputy Office, Beldeo Singh Colony, Jawai Bandh Station Road,Near Arya Samaj Circle , Sumerpur - 306902",25.148101,73.085505,306902,
Rajasthan,Suratgarh,SURATGARH,"Plot No-E-1, 2nd Floor, Opp Bus Stand ,Bikaner Road, Suratgarh (Rajasthan)",29.31276,73.90529,,335804
RAJASTHAN,Taranagar,TARANAGAR,"Ground Floor, Ward No. 14, Opposite Court Campus, Near Water works, Main Road, Taranagar, Dist. Churu, Rajasthan -331304",28.668774,75.046329,331304,
RAJASTHAN,Tonk,TONK,"1ST FLOOR , S-13,HOUSING BOARD, NEAR BUS STAND, TONK- RAJASTHAN -304001",26.169506,75.803039,304001,
RAJASTHAN,Udaipur,UDAIPUR,"NEELAM COMPEX, PLOT NO,16A, 1ST FLOOR, SECTOR 5, HIRAN MANGI, UDAIPUR , RAJASTHAN - 313002",24.566306,74.720481,313002,
Rajasthan,Udaipur,UDAIPUR HIRAN MANGRI,"Plot No 440 (South Part), 1st Floor, Above Sbi Bank, Sec 12, Hiran Mangri",24.653146,75.937275,,326519
Rajasthan,Udaipurwati,UDAIPURWATI,"Shafi complex 1, ground floor , Jaipur road ,udaipurwati,333307 Rajasthan",27.726349,75.478026,333307,
Tamil Nadu,Coimbatore,COIMBATORE,"Second Floor-N.N Complex, No. 2225, Trichy Road. Singanallur Coimbatore- 641005, Tamil Nadu",11.0132706,76.9673719,641005,
Tamil Nadu,Dharmapuri,DHARMAPURI,"Second floor -71C, “MANOHAR COMPLEX”, Salem Main Road, Dharmapuri – 636701. Tamil Nadu",12.1313758,78.1581269,636701,
Tamil Nadu,Erode,ERODE,"Second Floor-“U R T TOWERS” No. 139/2, Perundurai Road, Erode -638001. Tamil Nadu",11.3360054,76.7278702,638001,
Tamil Nadu,Hosur,HOSUR,"2nd Floor, Shop-No. 56/2, Shanthi Nagar, Denkanikotta Road, Krishnagiri, Hosur, Tamil Nadu - 635109",12.7247447,77.8236931,635109,
Tamil Nadu,Karur,KARUR,"Ground Floor, RR COMPLEX, No. 76, New Salem By-Pass Road, Karur -639002. Tamil Nadu",10.9673143,78.0588945,639002,
Tamil Nadu,Krishnagiri,KRISHNAGIRI,"Third Floor RK TOWERS, NO. 158-A, PHASE - 2, ROYAKOTTA ROAD, KRISHNAGIRI-635002 Tamil Nadu",12.526998,78.202377,635002,
Tamil Nadu,Chennai,TAMBARAM-CHENNAI,"First Floor. Plot. No.8/33, SHREE NAVAKAR CREATIONS, Gandhi Road, West Tambaram, Tamil Nadu - 600045",12.9285213,79.1116094,600045,
Tamil Nadu,Vellore,VELLORE,"Second floor- “SRI SUMATHI COMPLEX”, No.#252,12thStreet,Phase-1,TNHB, Sathuvacheri, Vellore-632009. Tamil Nadu",12.92392,79.1334815,632009,
UTTAR PRADESH,Agra,AGRA,"Office No 1, 2nd Floor,  Block No. 38/4A, Sumriddhi Business Suites, Sanjay Place, Agra ,U.P. -282002",27.201155,78.00624,282002,
Uttar Pradesh,Agra-sikandra,AGRA SIKANDRA,"1st Floor,Commercial Plot No.- 9,Sector -9,Sikandra Yojana, Sikandra-Bodla Road,Near Kargil Petrol Pump, Agra ,U.P. -202007",27.202907,77.953922,202007,
UTTAR PRADESH,Aligarh,ALIGARH,"2nd Floor, H.M. Complex, OPP. Axis Bank, Janakpuri, Ramghat Road, Aligarh-UP-202001",27.893501,78.086471,202001,
Uttar Pradesh,Bulandshahr,Anupshahr,"Ground Floor , Nayi Basti, Khushalgarh Road, Anupshahr, Distt-Bulandshahr, Uttar Pradesh-203390",28.352943,76.2611576,203390,
Uttar Pradesh,Auraiya,AURAIYA,"Ground Floor, 26/1274, Infront of Singh Ice Factory, Kanpur Road, Badanpur, Auraiya, Uttar Pradesh - 206122",26.4579937,78.5145931,206122,
Uttar Pradesh,AYODHYA,AYODHYA,"1st Floor, Plot No. 449/M, Deokali Chauraha, Lucknow-Gorakhpur Bypass, Ayodhya, Uttar Pradesh 224001",26.7669676,82.1721373,224001,
Uttar Pradesh,Baghpat,BAGHPAT,"Ground Floor, CSR Plaza, Khasra No. 1001, Chamrawal Road, Baghpat, Uttar Pradesh – 250609",28.9431739,75.2253922,250609,
Uttar Pradesh,Barabanki,BARABANKI,"1st Floor, Plot Khasra No. 384/3/3MIN, Naka Satrikh, Faizabad Road, Barabanki, Uttar Pradesh - 225001",13.074805,77.78653,225001,
Uttar Pradesh,Bareilly,BAREILLY,"Plot No-12 ,Om Radha Swami Enclave , Opp- City Dharamdutt Hospital, Prem Nagar, Bareilly-UP 243001",28.3763879,79.4230233,243001,
Uttar Pradesh,Bijnor,BIJNOR,"Second Floor, A.K. Plaza, Kiratpur Road, Bijnor, Uttar Pradesh - 246701",29.3833563,78.1422594,246701,
Uttar Pradesh,Budaun,BUDAUN,"GROUND FLOOR, OPPOSITE AMBEDKAR HOSTEL, DATAGANJ CHAURAHA, BUDAUN - 243601, UTTAR PRADESH",28.037602,79.137671,243601,
Uttar Pradesh,Bulandshahr,BULANDSHAHR,"4/C - 1/7, 1st Floor, Shrinath Plaza, Avanti Nagar, Aavas Vikas, Phase 1, D M Road",28.417547,77.845342,,203001
Uttar Pradesh,Chandausi,CHANDAUSI,"Ground Floor, Aazad Road, Near Gurudwara, Chandausi, Sambhal",28.453037,78.78329,,244412
Uttar Pradesh,ETAWHA,ETAWHA UP,"1ST FLOOR, PLOT NO - 4, RANVEER NAGAR, ITI CHOWK, AGRA -KANPUR BYPASS, ETAWAH, UTTAR PRADESH - 206001",26.8029484,79.0061228,206001,
Uttar Pradesh,Ghaziabad,GHAZIABAD,"1ST FLOOR, B- 38, PARIJAAT BHAWAN, RDC RAJ NAGAR, GHAZIABAD – 201002, UTTAR PRADESH, INDIA",28.673504,77.442155,201002,
Uttar Pradesh,Gorakhpur,GORAKHPUR,"First Floor, 281-A, J. P. Complex, New Basharatpur, Medical College Road, Near Passport Office, Gorakhpur, Uttar Pradesh - 273004",26.7842089,83.3852873,273004,
Uttar Pradesh,Greater Noida,GREATER NOIDA,"2nd Floor, Kasana Tower, A-4, Alpha - I, Commercial Belt, Greater Noida, Uttar Pradesh 201310",28.4703161,77.5104754,201310,
Uttar Pradesh,Hapur,HAPUR,"2nd Floor SRS square,Opposite SSvV inter college delhi road Hapur Uttar Pradesh 245101",28.729138,77.767216,245101,
Uttar Pradesh,HARDOI,HARDOI,"1st Floor, Plot No. 174, New Civil Lines, Oppo, Head Post Office Rd, Hardoi, Uttar Pradesh 241001",26.9203618,74.3901156,241001,
Uttar Pradesh,Hathras,HATHRAS,"GROUND FLOOR,SADABAD GATE, AGRA ROAD, NEAR ARYA VART BANK ,HATHRAS,U.P. -204101",27.586282,78.051269,204101,
Uttar Pradesh,JAUNPUR,JAUNPUR,"1st Floor , Aarazi No. 47/1 & 47/146, Wajidpur Tiraha, District - Jaunpur, Uttar Pradesh - 222002",26.8365326,75.7694464,222002,
Uttar Pradesh,Jhansi,JHANSI,"H. No. 493, 1st Floor, Stephen House Building, Gondu Compound, Gwalior Road, BKD Crossing, Jhansi -284001- UP",25.458925,78.56296,284001,
Uttar Pradesh,Kanpur,KANPUR,"3rd Floor, Sai Avenue,111, 425-A, 80 Feet Rd, above Bandhan Bank, Ashok Nagar, Kanpur, Uttar Pradesh 208012",26.471317,80.320543,208012,
Uttar Pradesh,Kanpur,KANPUR SHIVALI ROAD,"1ST FLOOR, PART OF ARAZI NO. 106,  VILLAGE - KALYANPUR KHURD, SHIVLI ROAD,  KANPUR NAGAR, KANPUR, UTTAR PRADESH - 208017",26.471586,80.320296,208017,
Uttar Pradesh,LALITPUT,LALITPUR,"PLOT NO.4824, 1ST FLOOR, JHANSI SAGAR ROAD, NEAR ELITE CHOWK, LALITPUR, UTTAR PRADESH - 284403",24.702038,78.421407,284403,
Uttar Pradesh,Lucknow,LUCKNOW,"Plot No. B4/57, 1ST FLOOR, & 2ND FLOOR, VINAY KHAND 4, GOMTI NAGAR, LUCKNOW, UTTAR PRADESH-226010",26.851556,80.949781,226010,
Uttar Pradesh,Lucknow - Transport Nagar,LUCKNOW TRANSPORT NAGAR,"JB METRO HIGHTS,678/1,FIRST FLOOR, SHOP NO - 101,NEAR TRANSPORT NAGAR METRO STATION, TRANSPORT NAGAR, BEHSA KANPUR ROAD, LUCKNOW - 226012, UTTAR PRADESH - INDIA  ",26.78126,80.7451452,226012,
UTTAR PRADESH,Mathura,MATHURA,"1st Floor,City Center Mall, C-2/2,C-2/3,Radhika Vihar, Phase -2, NH -2,Mathura -281004,India",27.495814,77.654382,281004,
Uttar Pradesh,MEERUT,MEERUT,"55/1, Ground Floor, S K Constructions, Mangal Pandey Nagar, University Road, Meerut - 250004, Uttar Pradesh",27.8963221,75.6460528,250004,
Uttar Pradesh,Modinagar,MODINAGAR,"1ST FLOOR, SRS SQUARE, DELHI MEERUT ROAD, MODI NAGAR,DISTT GHAZIABAD UP 201204",28.845301,77.5841591,201204,
UTTAR PRADESH,Moradabad,MORADABAD,"1st Floor, Lagan Building, Above State bank of India,Kanth Road, Ram Ganga Vihar Phase-1, MPA, Moradabad-UP-244001",28.869281,78.746741,244001,
Uttar Pradesh,Noida,NOIDA,"Plot No. 17, BLOCK – “ B ”, SECTOR –1 Phase-I ”, NOIDA, DISTT. GAUTAMBUDH NAGAR, U.P.",28.588763,77.314237,,201301
Uttar Pradesh,Prayagraj,PRAYAGRAJ,"SF-01, 2nd Floor, Vinayak Triveni Tower, Bhukhand Sankhya, A/2/B, Civil Station, Mohalla P.D Tandon Road, Prayagraj - 211001",25.454753,81.828685,211001,
Uttar Pradesh,RAEBARELI,RAEBARELI,"Ground Floor, Central Bank Of India, Kanpur Rd, near RGCT, Rana Nagar, Besides, Raebareli, Uttar Pradesh 229001",26.2222942,81.2303101,229001,
Uttar Pradesh,Saharanpur,SAHARANPUR,"Plot No. 2, 1st Floor,  Pathanpura, Yojna No.1, Saharanpur- 247001- UP",29.943972,77.544276,247001,
Uttar Pradesh,Shahjahanpur,SHAHJAHANPUR,"Plot No. 15, Ground Floor, Geeta Puram Colony, Farrukhabad Road, Infront of Nayara Petrol Pump, Shahjahanpur, Uttar Pradesh - 242001",27.8462788,79.8795901,242001,
Uttar Pradesh,Sitapur,SITAPUR,"Plot No. 480, First Floor, Gajanand Complex, Near Lal Bagh Chauraha",27.568949,80.677227,,261001
Uttar Pradesh,SULTANPUR,SULTANPUR,"1st Floor , 8/10A, Abha Avenue, Near Ganpat Sahai Mahavidyalaya, Prayagraj Road, District - Sultanpur, Uttar Pradesh - 228001",26.2324755,82.0621036,228001,
Uttar Pradesh,Varanasi,VARANASI,"Ground Floor, D-58/12, A-3, Gandhi Nagar Colony, Sigra, Varanasi - 221010",25.311655,82.98882,221010,
UTTARAKHAND,Dehradun,DEHRADUN,"1st Floor, OPHIR Complex, Above BOB, Nehru Enclave,Near Wadia Institute,GMS Road, Dehradun -248001,Uttarakhand,",30.329306,78.011796,248001,
Uttarakhand,Dehradun Rajpur Road,DEHRADUN RAJPUR ROAD,"1st Floor, MAK Plaza, Dilaram Chowk, Rajpur Road, Dehradun - 248001, Uttarakhand",30.3360108,78.0521722,248001,
Uttarakhand,Haldwani,HALDWANI,"1st Floor,A.K.Tower,Durga City Center,Haldwani, Uttarakhand 263139",29.229314,79.530315,263139,
UTTARAKHAND,Haridwar,HARIDWAR,"1st Opp. Arvind Yog Mandir, Near Van Prasth Ashram, Arya Nagar, Jawalapur, Haridwar-249407, Uttarakhand, India",29.92732,78.122858,249407,
Uttarakhand,Kashipur,KASHIPUR,"G-30, Upper Ground Floor, Spectrum Shopping Complex, Cheema Chauraha, Ram Nagar Road, Kashipur, Uttarakhand-244713",29.214258,78.963951,244713,
Uttarakhand,Rishikesh,RISHIKESH,"3RD FLOOR, CITY CENTRE, DEHRADUN ROAD, RISHIKESH- HARIDWAR 249201",30.106954,78.298093,249201,
Uttarakhand,Roorkee,ROORKEE,"1st floor ,Opp telephone exchange ,Above muthoot finance Ramnagar, Roorkee,Uttrakhand 247776",29.8759807,77.8764869,247776,
UTTARAKHAND,Rudrapur,RUDRAPUR,"1st Floor, Above SBI Bank, Plot no.42& 44, Vivekanand Nagar, Opp.  Lic Building, Ring Road, Avas Vikas Colony, NH-87, Nanital Road, Rudrapur-263153.-Uttarakhand, India",28.98681,79.400684,263153,
Uttarakhand,Vikasnagar,VIKASNAGAR,"Captain Tower, Rasoolpur, Vikasnagar, Uttarakhand 248198",30.4744,77.781425,248198,
